BHK,type,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,Price,status,transaction,facing
2,Flat,Freehold,2,3,Noida,Noida Extension,3390,2,884.9557522,3000000,Ready to Move,Resale,North - East
3,Flat,Freehold,4,2,Gurgaon,DLF Regency Park 2,12943,3,1777.022329,23000000,Ready to Move,Resale,East
2,Flat,Freehold,1,1,Delhi,DDA Pocket F,8700,2,1000,8700000,Ready to Move,Resale,East
4,Flat,Leasehold,4,5,Faridabad,BSNL Apartments,3953,4,2150.265621,8500000,Ready to Move,Resale,East
6,Flat,Leasehold,7,3,Noida,Sector 44,42469,6,3767.453908,160000000,Ready to Move,Resale,West
3,Flat,Freehold,3,2,Delhi,Mohan Garden,4167,3,719.9424046,3000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Noida,Sector 71,6667,1,599.9700015,4000000,Ready to Move,Resale,North - West
3,Flat,Power Of Attorney,2,1,Noida,Dhawalgiri Apartments,4333,3,1200.092315,5200000,Ready to Move,Resale,East
3,Flat,Freehold,2,2,Faridabad,Woodbury Tower,7645,3,1635.055592,12500000,Ready to Move,Resale,East
1,Flat,Leasehold,1,1,Delhi,Rohini Sector 5,6796,1,441.4361389,3000000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Gurgaon,Kashish Manor,13909,3,1135.955137,15800000,Ready to Move,Resale,East
3,Flat,Freehold,3,1,Delhi,Lajpat Nagar 2,6372,3,2981.795355,19000000,Ready to Move,Resale,North - East
2,Flat,Freehold,1,1,Ghaziabad,Banke Bihari Kunj,5250,2,723.8095238,3800000,Ready to Move,Resale,
1,Flat,,1,3,Noida,Paramount Golf Foreste,7146,1,293.8706969,2100000,Ready to Move,Resale,
1,Flat,,3,NA,Ghaziabad,Vasundhara Sector 17,8115,1,492.9143561,4000000,Ready to Move,Resale,
1,Flat,,3,NA,Delhi,Sahid Bhagat Singh Apartment,18776,1,255.6455049,4800000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Prakriti Apartments,13056,3,1416.973039,18500000,Ready to Move,Resale,
4,Flat,,2,NA,Delhi,DDA Flats Sarita Vihar,2667,4,8811.398575,23500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Greater Kailash 3,6604,3,5905.511811,39000000,Ready to Move,New Property,
4,Flat,Freehold,4,3,Noida,Sector P4 Greater Noida,8611,4,3240.041807,27900000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,2,Gurgaon,Green Wood Unitech,10500,3,2000,21000000,Ready to Move,New Property,East
4,Flat,Freehold,3,2,Delhi,Anand Vihar,14444,4,2250.069233,32500000,Ready to Move,New Property,West
3,Flat,Freehold,3,4,Gurgaon,Suncity Township Independent floor,11232,3,1379.985755,15500000,Ready to Move,Resale,East
4,Flat,Freehold,3,5,Faridabad,BPTP Pride,6370,4,1350.078493,8600000,Ready to Move,Resale,North - East
5,Flat,Leasehold,5,3,Faridabad,Sector 75 Faridabad,3704,5,2699.784017,10000000,Ready to Move,Resale,East
3,Flat,Leasehold,3,3,Gurgaon,Indiabulls Centrum Park,8750,3,2000,17500000,Ready to Move,Resale,North - East
3,Flat,Power Of Attorney,3,2,Noida,Eldeco Aamantran,9141,3,1640.95832,15000000,Ready to Move,Resale,South
3,Flat,Freehold,3,1,Noida,Gaur Yamuna City,4364,3,1374.885426,6000000,Ready to Move,Resale,South - East
2,Flat,Freehold,1,3,Delhi,Vishwakarma Colony,4146,2,602.9908345,2500000,Ready to Move,Resale,West
1,Flat,Freehold,2,1,Ghaziabad,Modinagar Ghaziabad,12953,1,347.4098664,4500000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Gurgaon,IREO Uptown,3701,2,4052.95866,15000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,5,Ghaziabad,Panchsheel Primrose,7407,3,648.035642,4800000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Delhi,Saraswati Garden,9444,1,423.5493435,4000000,Ready to Move,Resale,North - East
6,Flat,Freehold,2,4,Delhi,Najafgarh New Delhi,8709,6,976.0018372,8500000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,1,Delhi,Rohini Sector 3,4177,1,1077.328226,4500000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Ghaziabad,Lal Kuan,19630,2,160.4686704,3150000,Ready to Move,Resale,East
4,Flat,,5,NA,Gurgaon,Trump Tower,12897,4,6745.754827,87000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Tata Gurgaon Gateway,4870,3,6673.511294,32500000,Ready to Move,Resale,
3,Flat,,2,NA,Gurgaon,BPTP PARK SERENE,8741,3,858.0253976,7500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Saraswati Garden,10000,3,1180,11800000,Ready to Move,Resale,
3,Flat,,4,NA,Gurgaon,Sector 47,5441,3,5513.692336,30000000,Poss. by Mar '25,Resale,
2,Flat,,2,NA,Gurgaon,Ansal Height 86,8333,2,888.0355214,7400000,,Resale,
3,Flat,,1,NA,Delhi,Mori Gate New Delhi,7199,3,2083.622725,15000000,,Resale,
3,Flat,,2,NA,Gurgaon,Eldeco Acclaim,NA,3,NA,9100000,,New Property,
3,Flat,Freehold,3,1,Gurgaon,BPTP PARK SERENE,4805,3,1540.062435,7400000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Gurgaon,BPTP PARK SERENE,4870,2,1540.041068,7500000,Ready to Move,Resale,North
2,Flat,Freehold,2,1,Ghaziabad,Vasundhara,3421,2,760.0116925,2600000,Ready to Move,New Property,East
2,Flat,Freehold,2,3,Faridabad,Sector 76,3050,2,1006.557377,3070000,Ready to Move,Resale,East
2,Flat,Freehold,2,5,Delhi,Dwarka Sector 10,13194,2,720.0242534,9500000,Ready to Move,New Property,East
3,Flat,Freehold,3,3,Delhi,Kirti Nagar,17222,3,1800.023226,31000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,3,Gurgaon,Orchid Mayfield Gardens,7931,3,1450.006304,11500000,Ready to Move,Resale,North - East
1,Flat,Freehold,2,3,Delhi,Mehrawali Apartment,3763,1,558.0653734,2100000,Poss. by Dec '24,Resale,North - East
2,Flat,Freehold,2,5,Noida,Prideville,6200,2,1050,6510000,Ready to Move,Resale,North
3,Flat,Leasehold,3,2,Delhi,Lajpat Nagar III,13243,3,1850.03398,24500000,Ready to Move,Resale,South -West
5,Flat,Freehold,6,1,Faridabad,Ibiza Town,7492,5,5899.626268,44200000,Ready to Move,New Property,North
2,Flat,Freehold,2,4,Noida,Gulshan Botnia,8000,2,1025,8200000,Ready to Move,Resale,North
3,Flat,Freehold,3,6,Noida,Le Solitairian,5685,3,1934.916447,11000000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Noida,Nirala Aspire,7863,4,2238.331426,17600000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,5,Delhi,Model Town,12500,1,360,4500000,Ready to Move,Resale,East
3,Flat,Freehold,2,2,Noida,Noida Extention,4840,3,1404.958678,6800000,Ready to Move,Resale,East
3,Flat,,2,1,Delhi,Punjabi Bagh East,12698,3,1417.54607,18000000,Ready to Move,Resale,
1,Flat,,1,1,Ghaziabad,Gaurs Plaza,3008,1,664.893617,2000000,Ready to Move,Resale,
4,Flat,,4,4,Gurgaon,Emaar The Palm Drive,14211,4,3799.873338,54000000,Poss. by Sep '26,Resale,
5,Flat,,7,NA,Gurgaon,Uniworld Resorts,12667,5,7499.802637,95000000,Ready to Move,Resale,
3,Flat,,2,NA,Faridabad,Sector 49,4846,3,1300.041271,6300000,Ready to Move,Resale,
4,Flat,,5,NA,Gurgaon,Adani Samsara Vilasa,10204,4,4410.03528,45000000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Harmony Apartment,9833,2,1200.040679,11800000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Rajouri Garden,7639,2,647.9905747,4950000,,Resale,
3,Flat,,2,NA,Delhi,Luxury Floors by Mark Developers,5572,3,1259.870782,7020000,,New Property,
3,Flat,,2,NA,Noida,Gaur Saundaryam,8387,3,1550.017885,13000000,,Resale,
2,Flat,Leasehold,2,3,Delhi,Gobind Apartment,9700,2,1134.020619,11000000,Ready to Move,Resale,East
5,Flat,Freehold,4,4,Delhi,Sidharth Enclave,9464,5,2800.084531,26500000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,3,Gurgaon,Sector 105,4800,3,1000,4800000,Ready to Move,Resale,North
2,Flat,Freehold,2,1,Ghaziabad,Bharat City,2798,2,964.9749821,2700000,Ready to Move,Resale,West
4,Flat,Freehold,4,4,Gurgaon,May Field Gardens Sector 51,9206,4,3150.119487,29000000,Ready to Move,New Property,North - East
4,Flat,Freehold,5,1,Gurgaon,DLF The Belaire,23140,4,2917.026793,67500000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Gurgaon,Golf Course Road,3635,4,2971.114168,10800000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Ghaziabad,Euro Apartment RWA,4762,2,1049.979,5000000,Ready to Move,Resale,East
5,Flat,Freehold,5,3,Delhi,Shakti Nagar,14098,5,2659.951766,37500000,Ready to Move,Resale,East
3,Flat,Freehold,2,NA,Delhi,Anand Vihar New Delhi,45217,3,1150.009952,52000000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,3,Gurgaon,RWA Residential Society,6944,4,3600.230415,25000000,Ready to Move,Resale,
2,Flat,Freehold,2,1,Delhi,Rohini Sector 7 New Delhi,46450,2,645.8557589,30000000,Ready to Move,Resale,
1,Flat,Freehold,1,4,Gurgaon,Baani City Center,10945,1,804.0201005,8800000,Ready to Move,New Property,
2,Flat,,1,NA,Noida,Salarpur,3029,2,495.2129416,1500000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Maple Heights,7222,4,4500.138466,32500000,Ready to Move,Resale,
6,Flat,,5,NA,Delhi,DDA Central Government Housing Complex,90000,6,10000,900000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Amrapali Green Valley,3767,2,1114.94558,4200000,Ready to Move,Resale,
2,Flat,,1,NA,Noida,Sigma 4 Greater Noida,8234,2,2368.229293,19500000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,ATS Advantage,6542,3,2140.018343,14000000,Ready to Move,New Property,
2,Flat,,2,NA,Gurgaon,Godrej Air,9609,2,1404.932875,13500000,,Resale,
,Flat,,NA,NA,Noida,Sector 15,21803,1,2109.801403,46000000,,Resale,
5,Flat,Leasehold,5,4,Faridabad,Sector 15,11000,5,5000,55000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,1,Noida,Gaur City 16th Avenue,5560,3,1384.892086,7700000,Ready to Move,Resale,North
3,Flat,Freehold,3,1,Noida,Sector 62,6105,3,1556.101556,9500000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Delhi,Techer Colony,3851,2,804.985718,3100000,Ready to Move,Resale,South - East
3,Flat,Leasehold,3,1,Delhi,Ashram,7143,3,1399.972001,10000000,Poss. by Aug '24,Resale,North - East
2,Flat,Power Of Attorney,2,2,Gurgaon,SS Southend,9286,2,646.1339651,6000000,Ready to Move,Resale,North - East
7,Flat,Freehold,7,3,Noida,Sector 15,3710,7,7008.086253,26000000,Ready to Move,Resale,East
3,Flat,Leasehold,3,1,Noida,Sector 15A,3077,3,2411.439714,7420000,Ready to Move,Resale,North - East
2,Flat,Leasehold,1,2,Delhi,Shahdara New Delhi,13889,2,131.0389517,1820000,Ready to Move,Resale,East
,Flat,Freehold,1,2,Ghaziabad,Mahagun Sarovar Portico,15000,1,833.3333333,12500000,Ready to Move,Resale,
6,Flat,,6,3,Noida,Sector 15A,5455,6,13748.85426,75000000,Ready to Move,Resale,
3,Flat,,2,1,Faridabad,Sector 16,5556,3,2159.827214,12000000,Ready to Move,Resale,
3,Flat,,3,5,Faridabad,Sector 16,21250,3,517.6470588,11000000,Ready to Move,Resale,
4,Flat,,4,5,Delhi,Neelkanth Apartment,7778,4,5464.129596,42500000,Ready to Move,Resale,
4,Flat,,5,NA,Gurgaon,Tatvam Villas,5263,4,16150.48451,85000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,DDA Freedom Fighter Enclave,25695,2,194.5903872,5000000,Ready to Move,New Property,
3,Flat,,3,NA,Gurgaon,Sector 76,3896,3,4748.459959,18500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Sector 17,6043,2,744.6632467,4500000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Shipra Krishna Vista,8122,2,855.7005664,6950000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Noida Royale City,8014,3,1232.842526,9880000,Ready to Move,Resale,
1,Flat,,1,NA,Ghaziabad,Rajendra Nagar Sector 3,6074,1,362.199539,2200000,,Resale,
4,Flat,,5,NA,Noida,Mahagun Morpheus,NA,4,NA,19900000,,Resale,
3,Flat,,2,NA,Noida,Sector 137,NA,3,NA,11500000,,New Property,
3,Flat,Freehold,3,4,Delhi,TARC Tripundra,19500,3,2205.128205,43000000,Poss. by Dec '25,New Property,North - East
4,Flat,Freehold,4,3,Gurgaon,DLF City Phase 3,16100,4,2795.031056,45000000,Ready to Move,Resale,North
8,Flat,Leasehold,7,4,Noida,Sector 17 Noida,16406,8,6400.097525,105000000,Ready to Move,Resale,South
3,Flat,Freehold,2,2,Noida,Ajnara Homes,4806,3,1290.054099,6200000,Ready to Move,Resale,East
3,Flat,Leasehold,3,1,Delhi,Satyam Apartment,9310,3,1450.053706,13500000,Ready to Move,Resale,North - East
2,Flat,Freehold,1,2,Delhi,Keshav Puram,7692,2,650.026001,5000000,Ready to Move,Resale,North
4,Flat,Freehold,4,3,Gurgaon,Sector 2,8000,4,2750,22000000,Ready to Move,New Property,North - East
4,Flat,Freehold,3,2,Noida,Noida Royale City,9180,4,1339.869281,12300000,Ready to Move,Resale,North - East
2,Flat,Leasehold,3,2,Delhi,Jangpura B,11111,2,990.0099001,11000000,Ready to Move,Resale,East
1,Flat,Leasehold,1,3,Noida,Sector 20,2600,1,550,1430000,Ready to Move,Resale,North - East
4,Flat,Leasehold,4,2,Noida,Sector 20 Noida,7292,4,2399.890291,17500000,Ready to Move,Resale,North
3,Flat,Leasehold,2,2,Delhi,Keshav Puram,9444,3,900.0423549,8500000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,3,Gurgaon,Jyoti Park,11185,3,1358.962897,15200000,Ready to Move,Resale,
3,Flat,,3,3,Gurgaon,Sector 46 Gurgaon,9792,3,2399.918301,23500000,Ready to Move,Resale,
3,Flat,,3,1,Noida,Sector 117,12075,3,1325.05176,16000000,Ready to Move,New Property,
3,Flat,,4,NA,Gurgaon,Dlf City Phase 4,13374,3,2430.088231,32500000,Ready to Move,New Property,
3,Flat,,3,NA,Noida,Amrapali Silicon City,5682,3,3079.901443,17500000,Ready to Move,New Property,
4,Flat,,3,NA,Ghaziabad,Indirapuram,6471,4,1699.891825,11000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,DLF Centre,7596,2,1316.482359,10000000,Poss. by Aug '26,Resale,
2,Flat,,2,NA,Noida,Beta 2 Block I Greater Noida,8486,2,872.024511,7400000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Ss Hibiscus 2,6098,3,2574.614628,15700000,Ready to Move,New Property,
1,Flat,,1,NA,Delhi,Private Colony,NA,1,NA,2500000,,Resale,
4,Flat,Leasehold,2,2,Delhi,Private Colony,12245,4,489.9959167,6000000,Ready to Move,Resale,South -West
2,Flat,Freehold,2,2,Noida,Eldeco Residency Greens,6000,2,1250,7500000,Ready to Move,Resale,North
3,Flat,Freehold,3,3,Gurgaon,Paras Irene,8470,3,1829.988194,15500000,Ready to Move,Resale,East
2,Flat,Freehold,3,1,Gurgaon,Imperia Esfera,6210,2,1420.289855,8820000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,1,Ghaziabad,vasundhra ghaziabad Ghaziabad,4583,2,1200.087279,5500000,Ready to Move,Resale,North - West
2,Flat,Freehold,2,1,Gurgaon,Signature Global City 81,8991,2,1089.978868,9800000,Poss. by Oct '25,New Property,East
,Flat,Power Of Attorney,1,5,Gurgaon,Satya Element One,10714,1,1400.037334,15000000,Ready to Move,New Property,South
3,Flat,Freehold,3,2,Ghaziabad,Krishna Apra Gardens,8068,3,1698.066435,13700000,Ready to Move,Resale,North
3,Flat,Freehold,3,3,Faridabad,sector 10 HBC Faridabad,12500,3,360,4500000,Ready to Move,Resale,East
2,Flat,Leasehold,2,1,Ghaziabad,Rishabh Cloud 9 Towers Vaishali,5945,2,941.9680404,5600000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,3,Noida,Sector 118 Noida,4115,2,1215.066829,5000000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,1,Gurgaon,Tashee Capital Gateway,5274,2,1422.070535,7500000,Ready to Move,Resale,West
3,Flat,Freehold,4,3,Noida,ATS Green Paradiso,6977,3,2149.92117,15000000,Ready to Move,Resale,North
4,Flat,,4,4,Gurgaon,Palam Vihar,8302,4,2649.963864,22000000,Ready to Move,Resale,East
5,Flat,,3,2,Noida,Sector 52 Noida,23225,5,1205.597417,28000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Nav Sanjivan,7576,3,1649.947202,12500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Shatabdi Vihar,5474,2,949.9451955,5200000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Shatabdi Vihar,5300,2,1000,5300000,Poss. by Mar '24,New Property,
2,Flat,,2,NA,Noida,Shatabdi Vihar,5500,2,1000,5500000,Poss. by Mar '27,Resale,
6,Flat,,5,NA,Gurgaon,DLF Alameda,15789,6,3800.114003,60000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,M3M Golf Hills Phase 1,9621,3,1902.08918,18300000,Ready to Move,New Property,
4,Flat,,4,NA,Gurgaon,SRS Luxury Floors,13971,4,3399.899792,47500000,,New Property,
4,Flat,Freehold,3,1,Delhi,Sree Badrinath Apartment,11000,4,2000,22000000,Ready to Move,Resale,North - East
6,Flat,Leasehold,5,4,Ghaziabad,Ansal East End,3762,6,1049.973418,3950000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,2,Ghaziabad,Ramprastha Greens,8400,2,1000,8400000,Ready to Move,Resale,East
2,Flat,Freehold,2,5,Noida,Grand Ajnara Heritage,7029,2,1195.049082,8400000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Faridabad,Sector 37,5079,3,1575.113211,8000000,Ready to Move,Resale,North
2,Flat,Freehold,2,3,Ghaziabad,Shipra Sun City,5357,2,840.0224006,4500000,Ready to Move,Resale,West
5,Flat,Leasehold,5,3,Gurgaon,Sector 56 Gurgaon,11111,5,3600.036,40000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,2,Ghaziabad,Kamna Apartments,4500,1,400,1800000,Ready to Move,Resale,North - East
2,Flat,,2,4,Gurgaon,Sector 3 Block C1,7067,2,1415.027593,10000000,Ready to Move,Resale,
2,Flat,,1,NA,Delhi,Vivekanand Puri,8456,2,899.9526963,7610000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Vivekanand Puri,45139,4,1439.996455,65000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Vivekanand Puri,11429,2,1399.947502,16000000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,Tilak Marg,8462,4,3001.654455,25400000,Ready to Move,Resale,
2,Flat,,1,NA,Delhi,Tilak Marg,8112,2,764.2998028,6200000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Ramprastha The Edge Towers,6260,2,1309.904153,8200000,Ready to Move,Resale,
7,Flat,,7,NA,Delhi,New Delhi,33333,7,3000.03,100000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,South City 1,7176,3,2159.977703,15500000,Ready to Move,Resale,
4,Flat,,3,NA,Noida,ACE Divino,8000,4,1875,15000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Puri The Aravallis,19444,4,2700.061716,52500000,Ready to Move,Resale,
2,Flat,,2,NA,Faridabad,Sarvome Shree Homes,4698,2,744.9978714,3500000,,Resale,
1,Flat,Freehold,1,3,Delhi,Raj Nagar 2,4722,1,360.016942,1700000,Ready to Move,Resale,East
3,Flat,Freehold,4,2,Faridabad,Nice Group Housing,5263,3,1900.057002,10000000,Ready to Move,Resale,North
10,Flat,Freehold,NA,2,Delhi,Jagriti Enclave,11706,10,8499.914574,99500000,Ready to Move,New Property,East
4,Flat,Leasehold,3,3,Noida,CGEWHO Phase 1,5952,4,2100.134409,12500000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,3,Noida,Nirala Estate Phase 2,7143,3,1637.967241,11700000,Poss. by Aug '23,New Property,East
2,Flat,Freehold,2,4,Delhi,Chittaranjan Park,13182,2,1099.984828,14500000,Ready to Move,Resale,East
3,Flat,Leasehold,3,3,Ghaziabad,Mahagun Mansion 1 and 2,5128,3,1950.078003,10000000,Ready to Move,Resale,East
4,Flat,Freehold,4,4,Noida,Godrej Golf Links,11727,4,4690.031551,55000000,Poss. by Jun '24,Resale,East
3,Flat,Freehold,3,1,Gurgaon,The Orchard,10099,3,2128.923656,21500000,Poss. by Dec '24,New Property,West
2,Flat,Freehold,2,1,Gurgaon,Puri Emerald Bay,9613,2,1549.984396,14900000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Noida,Arihant Arden,6109,3,1375.020462,8400000,Ready to Move,New Property,East
2,Flat,Freehold,2,1,Noida,Vihaan Vista,3176,2,850.1259446,2700000,Ready to Move,New Property,West
1,Flat,Leasehold,1,1,Delhi,Mayur Vihar 1,3750,1,720,2700000,Ready to Move,Resale,East
1,Flat,Freehold,2,1,Delhi,Jasola,9655,1,580.0103573,5600000,Ready to Move,Resale,North - East
4,Flat,Freehold,5,3,Gurgaon,Unitech Independent Floors,10938,4,3199.853721,35000000,Ready to Move,New Property,West
3,Flat,Freehold,3,2,Delhi,Aditi Apartment,10606,3,1650.009429,17500000,Ready to Move,Resale,West
3,Flat,Leasehold,1,2,Delhi,Tilak Nagar,2533,3,1500.197394,3800000,Ready to Move,Resale,North - West
4,Flat,,3,2,Gurgaon,C Dot Co operative Group Housing Society,6735,4,2449.888641,16500000,Ready to Move,Resale,East
2,Flat,,2,1,Ghaziabad,Gyan Khand 1,4000,2,1000,4000000,Ready to Move,Resale,
3,Flat,,3,2,Ghaziabad,ATS Advantage Phase 2,7715,3,1685.029164,13000000,Ready to Move,Resale,
2,Flat,,2,4,Noida,Gaur City 2 Sanskriti Vihar,6420,2,809.9688474,5200000,Ready to Move,Resale,
2,Flat,,2,4,Delhi,DDA Ekta Apartments,13182,2,1099.984828,14500000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Green Woods City,10597,4,3350.004718,35500000,Ready to Move,Resale,
2,Flat,,2,NA,Faridabad,Agrasa Aagman 2,4601,2,586.8289502,2700000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Shivalik,17500,3,1800,31500000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Nirala Estate Phase 1,6024,3,1245.01992,7500000,Ready to Move,Resale,
3,Flat,Freehold,3,2,Faridabad,Eros Belvedere Tower,9572,3,1567.070623,15000000,Ready to Move,Resale,West
,Flat,Leasehold,1,1,Noida,Greater Noida West,7990,1,688.3604506,5500000,Poss. by Mar '25,New Property,North - East
2,Flat,Leasehold,2,2,Noida,Shatabdi Rail Vihar,4354,2,1201.194304,5230000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Delhi,Om Vihar,4089,1,224.993886,920000,Ready to Move,New Property,North - East
3,Flat,Freehold,2,2,Delhi,Kalka Apartments,10571,3,1750.070949,18500000,Ready to Move,Resale,South
4,Flat,Leasehold,4,1,Gurgaon,DLF Oakwood Estate,12718,4,1777.008964,22600000,Ready to Move,Resale,North - West
2,Flat,Power Of Attorney,1,1,Noida,Delta 1 Greater Noida,16516,2,484.3787842,8000000,Ready to Move,Resale,North
,Flat,Power Of Attorney,1,3,Delhi,Dwarka,10000,1,260,2600000,Ready to Move,Resale,North - West
3,Flat,Freehold,2,2,Delhi,JVTS Gardens,3677,3,1395.159097,5130000,Ready to Move,Resale,North - West
4,Flat,Freehold,4,2,Faridabad,Gupta Ji Floors,3876,4,3869.96904,15000000,Ready to Move,New Property,East
1,Flat,Freehold,1,5,Delhi,Narela Sector A9,3935,1,432.0203304,1700000,Ready to Move,Resale,North - East
1,Flat,Leasehold,1,2,Ghaziabad,Pragya Kunj Apartments,6325,1,505.9288538,3200000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Ghaziabad,Windsor and Nova Society,6316,2,759.9746675,4800000,Ready to Move,Resale,North
5,Flat,Freehold,5,2,Gurgaon,ATS Tourmaline,8621,5,5799.791208,50000000,Ready to Move,Resale,East
1,Flat,Leasehold,1,5,Noida,ADITYA CELEBRITY HOMES,7091,1,549.9929488,3900000,Ready to Move,Resale,South -West
2,Flat,Freehold,2,4,Gurgaon,Zara Aavaas,7042,2,568.0204487,4000000,Ready to Move,Resale,East
3,Flat,Freehold,3,1,Gurgaon,DLF Garden City The Primus,10451,3,1818.007846,19000000,Ready to Move,Resale,North - West
4,Flat,,5,1,Delhi,Panchsheel Park,24653,4,7199.935099,177500000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Shri Radha Sky Gardens,4161,2,1369.863014,5700000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Vikaspuri,4167,3,2999.760019,12500000,Ready to Move,Resale,
1,Flat,,1,NA,Ghaziabad,Indirapuram,4394,1,341.3746017,1500000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Sector 120,4444,3,1755.175518,7800000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Mohan Garden,12698,2,236.2576784,3000000,Ready to Move,Resale,
7,Flat,,4,NA,Delhi,Bhogal,7228,7,8301.051467,60000000,Ready to Move,Resale,
2,Flat,,1,NA,Delhi,Aya Nagar Extension New Delhi,NA,2,NA,7950000,,Resale,
2,Flat,Leasehold,2,2,Noida,Telecom City Door Sanchar Sehkari Awas Samiti Limited,6190,2,1050.080775,6500000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Ghaziabad,Vrindavan Green,4615,2,1300.108342,6000000,Ready to Move,Resale,North - West
4,Flat,Freehold,5,1,Delhi,Safdarjung,30469,4,3199.973744,97500000,Ready to Move,New Property,North - West
5,Flat,Freehold,5,2,Gurgaon,Palam Vihar Gurgaon,14516,5,3100.027556,45000000,Ready to Move,Resale,East
3,Flat,Leasehold,3,4,Gurgaon,Rosewood City,20334,3,1377.004033,28000000,Ready to Move,Resale,North - West
4,Flat,Freehold,3,3,Noida,Mahagun Mezzaria,12245,4,3429.971417,42000000,Ready to Move,Resale,North
3,Flat,Leasehold,3,NA,Faridabad,Ozone Park Apartments,4298,3,1814.79758,7800000,Ready to Move,Resale,East
10,Flat,Freehold,NA,3,Gurgaon,DLF City Phase 3 Gurgaon,4617,10,12129.08815,56000000,Ready to Move,Resale,North
2,Flat,Freehold,2,2,Noida,Jaypee Aman,5939,2,740.8654656,4400000,Ready to Move,Resale,West
4,Flat,Freehold,3,1,Ghaziabad,Shyam Park Extension,2667,4,3674.540682,9800000,Ready to Move,Resale,South
1,Flat,Freehold,1,2,Ghaziabad,DLF Ankur Vihar,10652,1,112.6549005,1200000,Ready to Move,Resale,North - East
5,Flat,Freehold,5,3,Gurgaon,Experion Windchants,5000,5,13900,69500000,Ready to Move,New Property,East
3,Flat,Freehold,3,2,Delhi,Chittaranjan Park Block D,6053,3,3551.957707,21500000,Ready to Move,Resale,East
3,Flat,Freehold,3,1,Faridabad,Mahesh Apartment,8461,3,1063.704054,9000000,Ready to Move,Resale,East
